id,smoking
8263,0
16578,1
12649,1
15237,0
18439,1
14324,0
1712,1
11647,1
17159,1
9768,1
13325,1
10031,1
667,1
7265,1
18389,1
2705,1
14834,1
17563,0
13009,0
16622,1
9823,1
14917,1
19692,0
7572,1
8980,1
3038,1
12802,0
4027,1
875,1
2201,1
16077,1
908,0
7589,1
11475,0
1660,1
16343,1
17734,0
10430,1
7307,0
9705,1
19690,1
12530,1
17532,1
10715,0
17830,0
3128,1
10346,0
10899,1
4982,1
19246,1
2457,0
9089,1
19518,0
13564,1
11858,1
2818,1
12347,1
16612,0
14559,1
14346,0
3930,0
3073,1
15310,1
2594,1
16145,1
10134,0
2658,1
4449,1
14364,1
18669,1
3662,0
17896,0
4609,1
7576,0
1427,1
9671,1
6079,0
9470,0
18024,0
12951,0
9363,0
5195,1
1910,0
981,0
7587,0
4990,1
17625,1
3955,1
9928,1
2505,1
6173,1
369,1
14107,1
13017,0
524,1
2381,0
14590,1
15435,1
6046,0
130,1
17863,1
2964,1
18955,1
1149,1
5548,1
18519,1
7708,1
4584,1
15852,1
2892,1
1043,1
18227,1
14869,1
14823,1
14884,1
8657,0
9380,0
4902,1
6263,0
2608,1
5504,1
285,1
8039,1
1855,0
1198,1
12607,1
11342,1
19583,1
15761,0
4647,1
6583,0
14132,1
3280,0
5456,0
6388,0
6643,0
17983,0
16603,1
11471,1
280,1
14737,1
18867,0
4033,1
8016,0
9648,1
17437,1
9782,1
11198,1
18634,1
1013,1
13832,1
7162,0
16010,1
6358,0
6042,0
13536,1
4146,1
19635,1
16516,0
3869,1
13567,0
6451,0
9980,1
7205,1
17812,1
14800,1
14344,0
2439,1
15879,0
5988,0
11057,1
8296,0
4733,0
4670,1
6862,1
18626,1
15381,0
2397,0
15052,0
19603,0
11528,1
4344,1
5848,1
9391,1
13159,0
12759,1
9301,0
1568,1
11807,1
10469,0
5200,1
5514,1
19624,1
8849,0
18592,1
5372,1
164,0
13968,1
2258,0
5183,0
367,0
13620,0
8685,1
10513,1
10990,0
11002,0
9909,1
7626,0
8611,1
9644,1
6458,1
8293,0
17115,1
2806,1
15042,1
17429,1
12716,1
6576,1
11014,1
14374,0
3004,0
13876,1
15329,0
1679,0
6233,1
10044,1
6368,1
9138,1
6140,1
2885,1
11322,1
7953,1
17409,1
5923,0
4811,1
12229,1
12221,1
2974,1
17620,0
3946,0
3310,0
14184,1
6639,1
10941,0
5807,1
13463,0
10661,1
3024,1
18345,0
10114,1
17592,0
10405,0
15949,1
6670,1
16547,1
9406,1
13732,1
8434,1
6472,1
6709,1
2790,1
12053,0
1109,1
17815,1
6338,0
4086,1
11518,1
10719,1
5517,0
6518,1
3324,1
11880,1
6031,1
9753,1
11331,0
19304,1
8185,0
12390,0
6209,1
1560,1
17235,1
10456,0
14237,1
3318,1
17270,0
13081,1
4856,1
10442,1
10404,0
11571,1
4087,1
13026,1
18995,0
7765,0
13472,0
10848,0
18644,1
11067,1
3097,1
19387,0
6544,0
3461,1
752,1
419,1
1077,1
12945,0
479,1
9316,1
14868,0
11109,0
9221,1
2753,1
16909,1
18769,1
6571,0
1209,1
17075,1
7097,0
15892,0
3083,1
18959,1
7196,0
3703,1
2767,0
14879,0
3485,1
10206,1
8081,1
8617,0
17335,0
14247,0
13085,1
12492,1
11486,0
15018,1
11230,1
10701,1
19028,0
8110,0
15309,0
18012,1
15367,1
439,1
6772,0
1395,1
5122,0
4629,1
13772,1
12113,1
17106,1
7556,1
8311,1
626,1
12224,1
6076,1
11210,1
14357,1
6770,0
12301,0
4244,1
886,0
232,1
15137,0
812,1
17137,0
9662,0
11953,1
4444,0
726,1
11532,1
14016,1
3220,1
14122,1
15788,1
2170,0
4316,1
12241,1
17774,0
17189,0
17206,1
11570,0
8430,0
1201,1
17004,1
6660,1
14190,1
5241,0
16950,1
17356,1
15335,1
1930,1
4221,1
13781,1
4857,1
8283,0
16744,1
11959,1
11155,1
4008,1
4534,1
12190,1
3352,1
17720,1
7663,1
382,0
14832,1
11960,0
9174,0
17939,1
17198,1
9611,1
14522,1
3174,0
5451,1
2781,0
5487,1
11859,0
2104,1
9383,1
10777,1
8539,1
10473,1
7906,0
7505,1
17120,1
8713,1
18378,1
7686,0
557,0
3085,0
14121,1
18947,1
6851,1
17090,1
11194,0
14622,1
11641,0
821,0
17440,0
2954,0
15606,1
2639,1
5132,0
6679,1
17195,0
10992,1
11677,1
747,1
2682,1
18015,1
5792,1
11066,1
10202,1
5569,0
2080,0
2565,1
9397,1
16586,1
1805,1
18079,1
18548,0
7139,0
8218,1
17708,1
14837,0
7499,1
14038,0
10002,0
13858,1
15119,1
14289,0
9509,1
3575,0
15196,1
16263,1
12749,1
9134,1
4628,1
13329,1
10027,1
15799,1
14138,1
10962,0
13671,1
12442,1
8952,1
2032,0
16350,1
6711,1
6314,0
10976,1
9282,1
6686,0
2210,1
11621,1
10445,0
4788,1
6542,0
6600,1
7696,0
18521,0
11211,1
8551,1
8961,1
13351,1
1097,0
4116,1
3076,0
14508,0
7873,0
15825,0
628,0
15431,1
15269,1
17383,1
18954,0
11137,1
7683,0
14892,1
13044,0
18466,1
10444,0
1738,0
11248,1
5551,1
19385,1
10255,0
13747,1
11690,0
6386,0
15810,0
4095,0
4756,0
5645,1
3200,0
17679,1
12791,1
7106,1
16774,0
2446,0
877,0
11623,1
8380,0
19514,1
19107,0
3539,1
5571,1
2112,0
7363,0
9989,0
16918,0
13603,0
4031,1
14010,0
14507,1
5532,0
16916,1
17346,1
7543,0
19769,1
9628,1
6971,0
17769,0
8091,1
3677,0
10280,1
7858,1
5720,1
1827,1
10993,1
371,0
2844,0
14938,1
4684,1
9530,0
136,1
13234,1
13048,1
19700,1
4258,0
12820,1
1386,1
13851,1
10461,1
10647,1
16076,1
12140,1
6889,0
8530,0
10832,1
6295,1
9533,1
18757,1
18475,1
15507,0
2900,1
4068,0
17127,0
15708,1
9866,1
19749,0
17599,1
4482,1
18422,0
14317,1
8513,1
12980,1
19442,0
8220,0
7789,0
15977,1
11740,0
536,1
19685,0
13585,0
19756,1
5169,0
15503,0
596,0
16456,1
6439,1
12177,0
11140,1
10839,1
10077,1
128,1
16379,0
5775,0
2741,0
11695,1
3850,1
4914,1
7309,1
603,0
11264,1
3528,0
1773,0
16105,1
8983,0
734,1
11450,1
11049,1
17529,0
7768,1
9140,0
3706,0
13794,1
6999,0
15802,1
14276,1
13184,1
11555,1
17586,1
230,0
1774,1
1181,1
19656,0
8488,0
18515,0
18625,1
19793,1
7053,1
10317,1
7644,1
11477,1
6912,0
15743,1
14299,1
19188,0
6768,1
18711,1
18503,1
19517,1
13361,0
5892,1
14150,1
10191,1
7605,1
2908,0
11409,1
18804,1
2243,1
14733,1
12331,1
1221,1
10960,1
7091,0
9941,1
15092,1
1249,1
14339,1
2952,0
3652,0
16496,1
13563,1
11619,1
18496,1
1868,0
2352,0
506,1
12474,0
6631,1
3307,1
13084,1
10578,1
19375,0
5564,1
6888,0
11225,1
18267,0
15133,0
12835,1
1622,1
6920,1
889,0
12263,1
18702,1
900,1
19729,0
316,0
19751,1
12433,1
9926,0
9927,1
1754,0
13221,1
4294,1
9696,0
3187,1
8834,1
16666,0
13902,1
12713,0
9706,0
6696,0
19104,1
14215,1
18602,1
979,0
2582,0
11004,1
14914,0
3803,1
17745,0
780,1
5179,0
11189,0
18531,0
5009,1
5596,1
8755,1
1681,0
735,0
11877,1
10385,1
17861,1
19597,0
17738,0
6949,1
17446,1
10919,0
17579,1
8397,0
17085,1
7750,0
8648,0
9999,1
6131,1
7746,0
10341,1
3998,0
13293,1
7447,1
7537,1
2295,1
1495,0
3498,1
15069,1
1512,1
17311,1
7703,1
11828,0
4704,0
14478,1
9273,0
13686,0
4617,1
17825,1
17818,0
18717,1
5060,1
16546,1
19543,0
16757,1
11091,0
3618,1
12854,0
2326,1
7790,1
1996,1
16243,1
2330,0
5217,1
5196,1
16624,1
15854,0
17138,1
11301,1
4108,1
12978,1
7757,1
9539,1
2870,1
4775,1
8001,1
8187,1
5046,1
462,1
18051,1
17925,1
13991,0
6379,1
7539,1
12074,1
16577,1
10326,1
16639,1
18099,1
6850,0
2494,1
7995,1
8504,1
532,1
16080,0
11161,1
1988,1
5082,1
17415,1
17778,0
3026,1
17472,1
10013,1
3157,0
