,price_pred_median
147,880000.0
148,880000.0
149,880000.0
150,880000.0
151,880000.0
152,880000.0
153,880000.0
154,880000.0
155,880000.0
156,880000.0
157,880000.0
158,880000.0
159,880000.0
160,880000.0
161,880000.0
162,880000.0
163,880000.0
164,880000.0
165,880000.0
166,880000.0
167,880000.0
168,880000.0
169,880000.0
170,880000.0
171,880000.0
172,880000.0
173,880000.0
174,880000.0
175,880000.0
176,880000.0
177,880000.0
178,880000.0
179,880000.0
180,880000.0
181,880000.0
182,880000.0
183,880000.0
184,880000.0
185,880000.0
186,880000.0
187,880000.0
188,880000.0
189,880000.0
190,880000.0
191,880000.0
192,880000.0
193,880000.0
194,880000.0
195,880000.0
196,880000.0
197,880000.0
198,880000.0
199,880000.0
200,880000.0
201,880000.0
202,880000.0
203,880000.0
204,880000.0
205,880000.0
206,880000.0
207,880000.0
208,880000.0
209,880000.0
210,880000.0
211,880000.0
212,880000.0
213,880000.0
214,880000.0
215,880000.0
216,880000.0
217,880000.0
218,880000.0
219,880000.0
220,880000.0
221,880000.0
222,880000.0
223,880000.0
224,880000.0
225,880000.0
226,880000.0
227,880000.0
228,880000.0
229,880000.0
230,880000.0
231,880000.0
232,880000.0
233,880000.0
234,880000.0
235,880000.0
236,880000.0
237,880000.0
238,880000.0
239,880000.0
240,880000.0
241,880000.0
242,880000.0
243,880000.0
244,880000.0
245,880000.0
246,880000.0
247,880000.0
248,880000.0
249,880000.0
250,880000.0
251,880000.0
252,880000.0
253,880000.0
254,880000.0
255,880000.0
256,880000.0
257,880000.0
258,880000.0
259,880000.0
260,880000.0
261,880000.0
262,880000.0
263,880000.0
264,880000.0
265,880000.0
266,880000.0
267,880000.0
268,880000.0
269,880000.0
270,880000.0
271,880000.0
272,880000.0
273,880000.0
274,880000.0
275,880000.0
276,880000.0
277,880000.0
278,880000.0
279,880000.0
280,880000.0
281,880000.0
282,880000.0
283,880000.0
284,880000.0
285,880000.0
286,880000.0
287,880000.0
288,880000.0
289,880000.0
290,880000.0
291,880000.0
292,880000.0
293,880000.0
294,880000.0
295,880000.0
296,880000.0
297,880000.0
298,880000.0
299,880000.0
300,880000.0
301,880000.0
302,880000.0
303,880000.0
304,880000.0
305,880000.0
306,880000.0
307,880000.0
308,880000.0
309,880000.0
310,880000.0
311,880000.0
312,880000.0
313,880000.0
314,880000.0
315,880000.0
316,880000.0
317,880000.0
318,880000.0
319,880000.0
320,880000.0
321,880000.0
322,880000.0
323,880000.0
324,880000.0
325,880000.0
326,880000.0
327,880000.0
328,880000.0
329,880000.0
330,880000.0
331,880000.0
332,880000.0
333,880000.0
334,880000.0
335,880000.0
336,880000.0
337,880000.0
338,880000.0
339,880000.0
340,880000.0
341,880000.0
342,880000.0
343,880000.0
344,880000.0
345,880000.0
346,880000.0
347,880000.0
348,880000.0
349,880000.0
350,880000.0
351,880000.0
352,880000.0
353,880000.0
354,880000.0
355,880000.0
356,880000.0
357,880000.0
358,880000.0
359,880000.0
360,880000.0
361,880000.0
362,880000.0
363,880000.0
364,880000.0
365,880000.0
366,880000.0
367,880000.0
368,880000.0
369,880000.0
370,880000.0
371,880000.0
372,880000.0
373,880000.0
374,880000.0
375,880000.0
376,880000.0
377,880000.0
378,880000.0
379,880000.0
380,880000.0
381,880000.0
382,880000.0
383,880000.0
384,880000.0
385,880000.0
386,880000.0
387,880000.0
388,880000.0
389,880000.0
390,880000.0
391,880000.0
392,880000.0
393,880000.0
394,880000.0
395,880000.0
396,880000.0
397,880000.0
398,880000.0
399,880000.0
400,880000.0
401,880000.0
402,880000.0
403,880000.0
404,880000.0
405,880000.0
406,880000.0
407,880000.0
408,880000.0
409,880000.0
410,880000.0
411,880000.0
412,880000.0
413,880000.0
414,880000.0
415,880000.0
416,880000.0
417,880000.0
418,880000.0
419,880000.0
420,880000.0
421,880000.0
422,880000.0
423,880000.0
424,880000.0
425,880000.0
426,880000.0
427,880000.0
428,880000.0
429,880000.0
430,880000.0
431,880000.0
432,880000.0
433,880000.0
434,880000.0
435,880000.0
436,880000.0
437,880000.0
438,880000.0
439,880000.0
440,880000.0
441,880000.0
442,880000.0
443,880000.0
444,880000.0
445,880000.0
446,880000.0
447,880000.0
448,880000.0
449,880000.0
450,880000.0
451,880000.0
452,880000.0
453,880000.0
454,880000.0
455,880000.0
456,880000.0
457,880000.0
458,880000.0
459,880000.0
460,880000.0
461,880000.0
462,880000.0
463,880000.0
464,880000.0
465,880000.0
466,880000.0
467,880000.0
468,880000.0
469,880000.0
470,880000.0
471,880000.0
472,880000.0
473,880000.0
474,880000.0
475,880000.0
476,880000.0
477,880000.0
478,880000.0
479,880000.0
480,880000.0
481,880000.0
482,880000.0
483,880000.0
484,880000.0
485,880000.0
486,880000.0
487,880000.0
488,880000.0
489,880000.0
490,880000.0
491,880000.0
492,880000.0
493,880000.0
494,880000.0
495,880000.0
496,880000.0
497,880000.0
498,880000.0
499,880000.0
500,880000.0
501,880000.0
502,880000.0
503,880000.0
504,880000.0
505,880000.0
506,880000.0
507,880000.0
508,880000.0
509,880000.0
510,880000.0
511,880000.0
512,880000.0
513,880000.0
514,880000.0
515,880000.0
516,880000.0
517,880000.0
518,880000.0
519,880000.0
520,880000.0
521,880000.0
522,880000.0
523,880000.0
524,880000.0
525,880000.0
526,880000.0
527,880000.0
528,880000.0
529,880000.0
530,880000.0
531,880000.0
532,880000.0
533,880000.0
534,880000.0
535,880000.0
536,880000.0
537,880000.0
538,880000.0
539,880000.0
540,880000.0
541,880000.0
542,880000.0
543,880000.0
544,880000.0
545,880000.0
546,880000.0
547,880000.0
548,880000.0
549,880000.0
550,880000.0
551,880000.0
552,880000.0
553,880000.0
554,880000.0
555,880000.0
556,880000.0
557,880000.0
558,880000.0
559,880000.0
560,880000.0
561,880000.0
562,880000.0
563,880000.0
564,880000.0
565,880000.0
566,880000.0
567,880000.0
568,880000.0
569,880000.0
570,880000.0
571,880000.0
572,880000.0
573,880000.0
574,880000.0
575,880000.0
576,880000.0
577,880000.0
578,880000.0
579,880000.0
580,880000.0
581,880000.0
582,880000.0
583,880000.0
584,880000.0
585,880000.0
586,880000.0
587,880000.0
588,880000.0
589,880000.0
590,880000.0
591,880000.0
592,880000.0
593,880000.0
594,880000.0
595,880000.0
596,880000.0
597,880000.0
598,880000.0
599,880000.0
600,880000.0
601,880000.0
602,880000.0
603,880000.0
604,880000.0
605,880000.0
606,880000.0
607,880000.0
608,880000.0
609,880000.0
610,880000.0
611,880000.0
612,880000.0
613,880000.0
614,880000.0
615,880000.0
616,880000.0
617,880000.0
618,880000.0
619,880000.0
620,880000.0
621,880000.0
622,880000.0
623,880000.0
624,880000.0
625,880000.0
626,880000.0
627,880000.0
628,880000.0
629,880000.0
630,880000.0
631,880000.0
632,880000.0
633,880000.0
634,880000.0
635,880000.0
636,880000.0
637,880000.0
638,880000.0
639,880000.0
640,880000.0
641,880000.0
642,880000.0
643,880000.0
644,880000.0
645,880000.0
646,880000.0
647,880000.0
648,880000.0
649,880000.0
650,880000.0
651,880000.0
652,880000.0
653,880000.0
654,880000.0
655,880000.0
656,880000.0
657,880000.0
658,880000.0
659,880000.0
660,880000.0
661,880000.0
662,880000.0
663,880000.0
664,880000.0
665,880000.0
666,880000.0
667,880000.0
668,880000.0
669,880000.0
670,880000.0
671,880000.0
672,880000.0
673,880000.0
674,880000.0
675,880000.0
676,880000.0
677,880000.0
678,880000.0
679,880000.0
680,880000.0
681,880000.0
682,880000.0
683,880000.0
684,880000.0
685,880000.0
686,880000.0
687,880000.0
688,880000.0
689,880000.0
690,880000.0
691,880000.0
692,880000.0
693,880000.0
694,880000.0
695,880000.0
696,880000.0
697,880000.0
698,880000.0
699,880000.0
700,880000.0
701,880000.0
702,880000.0
703,880000.0
704,880000.0
705,880000.0
706,880000.0
707,880000.0
708,880000.0
709,880000.0
710,880000.0
711,880000.0
712,880000.0
713,880000.0
714,880000.0
715,880000.0
716,880000.0
717,880000.0
718,880000.0
719,880000.0
720,880000.0
721,880000.0
722,880000.0
723,880000.0
724,880000.0
725,880000.0
726,880000.0
727,880000.0
728,880000.0
729,880000.0
730,880000.0
731,880000.0
732,880000.0
733,880000.0
734,880000.0
735,880000.0
736,880000.0
737,880000.0
738,880000.0
739,880000.0
740,880000.0
741,880000.0
742,880000.0
743,880000.0
744,880000.0
745,880000.0
746,880000.0
747,880000.0
748,880000.0
749,880000.0
750,880000.0
751,880000.0
752,880000.0
753,880000.0
754,880000.0
755,880000.0
756,880000.0
757,880000.0
758,880000.0
759,880000.0
760,880000.0
761,880000.0
762,880000.0
763,880000.0
764,880000.0
765,880000.0
766,880000.0
767,880000.0
768,880000.0
769,880000.0
770,880000.0
771,880000.0
772,880000.0
773,880000.0
774,880000.0
775,880000.0
776,880000.0
777,880000.0
778,880000.0
779,880000.0
780,880000.0
781,880000.0
782,880000.0
783,880000.0
784,880000.0
785,880000.0
786,880000.0
787,880000.0
788,880000.0
789,880000.0
790,880000.0
791,880000.0
792,880000.0
793,880000.0
794,880000.0
795,880000.0
796,880000.0
797,880000.0
798,880000.0
799,880000.0
800,880000.0
801,880000.0
802,880000.0
803,880000.0
804,880000.0
805,880000.0
806,880000.0
807,880000.0
808,880000.0
809,880000.0
810,880000.0
811,880000.0
812,880000.0
813,880000.0
814,880000.0
815,880000.0
816,880000.0
817,880000.0
818,880000.0
819,880000.0
820,880000.0
821,880000.0
822,880000.0
823,880000.0
824,880000.0
825,880000.0
826,880000.0
827,880000.0
828,880000.0
829,880000.0
830,880000.0
831,880000.0
832,880000.0
833,880000.0
834,880000.0
835,880000.0
836,880000.0
837,880000.0
838,880000.0
839,880000.0
840,880000.0
841,880000.0
842,880000.0
843,880000.0
844,880000.0
845,880000.0
846,880000.0
847,880000.0
848,880000.0
849,880000.0
850,880000.0
851,880000.0
852,880000.0
853,880000.0
854,880000.0
855,880000.0
856,880000.0
857,880000.0
858,880000.0
859,880000.0
860,880000.0
861,880000.0
862,880000.0
863,880000.0
864,880000.0
865,880000.0
866,880000.0
867,880000.0
868,880000.0
869,880000.0
870,880000.0
871,880000.0
872,880000.0
873,880000.0
874,880000.0
875,880000.0
876,880000.0
877,880000.0
878,880000.0
879,880000.0
880,880000.0
881,880000.0
882,880000.0
883,880000.0
884,880000.0
885,880000.0
886,880000.0
887,880000.0
888,880000.0
889,880000.0
890,880000.0
891,880000.0
892,880000.0
893,880000.0
894,880000.0
895,880000.0
896,880000.0
897,880000.0
898,880000.0
899,880000.0
900,880000.0
901,880000.0
902,880000.0
903,880000.0
904,880000.0
905,880000.0
906,880000.0
907,880000.0
908,880000.0
909,880000.0
910,880000.0
911,880000.0
912,880000.0
913,880000.0
914,880000.0
915,880000.0
916,880000.0
917,880000.0
918,880000.0
919,880000.0
920,880000.0
921,880000.0
922,880000.0
923,880000.0
924,880000.0
925,880000.0
926,880000.0
927,880000.0
928,880000.0
929,880000.0
930,880000.0
931,880000.0
932,880000.0
933,880000.0
934,880000.0
935,880000.0
936,880000.0
937,880000.0
938,880000.0
939,880000.0
940,880000.0
941,880000.0
942,880000.0
943,880000.0
944,880000.0
945,880000.0
946,880000.0
947,880000.0
948,880000.0
949,880000.0
950,880000.0
951,880000.0
952,880000.0
953,880000.0
954,880000.0
955,880000.0
956,880000.0
957,880000.0
958,880000.0
959,880000.0
960,880000.0
961,880000.0
962,880000.0
963,880000.0
964,880000.0
965,880000.0
966,880000.0
967,880000.0
968,880000.0
969,880000.0
970,880000.0
971,880000.0
972,880000.0
973,880000.0
974,880000.0
975,880000.0
976,880000.0
977,880000.0
978,880000.0
979,880000.0
980,880000.0
981,880000.0
982,880000.0
983,880000.0
984,880000.0
985,880000.0
986,880000.0
987,880000.0
988,880000.0
989,880000.0
990,880000.0
991,880000.0
992,880000.0
993,880000.0
994,880000.0
995,880000.0
996,880000.0
997,880000.0
998,880000.0
999,880000.0
1000,880000.0
1001,880000.0
1002,880000.0
1003,880000.0
1004,880000.0
1005,880000.0
1006,880000.0
1007,880000.0
1008,880000.0
1009,880000.0
1010,880000.0
1011,880000.0
1012,880000.0
1013,880000.0
1014,880000.0
1015,880000.0
1016,880000.0
1017,880000.0
1018,880000.0
1019,880000.0
1020,880000.0
1021,880000.0
1022,880000.0
1023,880000.0
1024,880000.0
1025,880000.0
1026,880000.0
1027,880000.0
1028,880000.0
1029,880000.0
1030,880000.0
1031,880000.0
1032,880000.0
1033,880000.0
1034,880000.0
1035,880000.0
1036,880000.0
1037,880000.0
1038,880000.0
1039,880000.0
1040,880000.0
1041,880000.0
1042,880000.0
1043,880000.0
1044,880000.0
1045,880000.0
1046,880000.0
1047,880000.0
1048,880000.0
1049,880000.0
1050,880000.0
1051,880000.0
1052,880000.0
1053,880000.0
1054,880000.0
1055,880000.0
1056,880000.0
1057,880000.0
1058,880000.0
1059,880000.0
1060,880000.0
1061,880000.0
1062,880000.0
1063,880000.0
1064,880000.0
1065,880000.0
1066,880000.0
1067,880000.0
1068,880000.0
1069,880000.0
1070,880000.0
1071,880000.0
1072,880000.0
1073,880000.0
1074,880000.0
1075,880000.0
1076,880000.0
1077,880000.0
1078,880000.0
1079,880000.0
1080,880000.0
1081,880000.0
1082,880000.0
1083,880000.0
1084,880000.0
1085,880000.0
1086,880000.0
1087,880000.0
1088,880000.0
1089,880000.0
1090,880000.0
1091,880000.0
1092,880000.0
1093,880000.0
1094,880000.0
1095,880000.0
1096,880000.0
1097,880000.0
1098,880000.0
1099,880000.0
1100,880000.0
1101,880000.0
1102,880000.0
1103,880000.0
1104,880000.0
1105,880000.0
1106,880000.0
1107,880000.0
1108,880000.0
1109,880000.0
1110,880000.0
1111,880000.0
1112,880000.0
1113,880000.0
1114,880000.0
1115,880000.0
1116,880000.0
1117,880000.0
1118,880000.0
1119,880000.0
1120,880000.0
1121,880000.0
1122,880000.0
1123,880000.0
1124,880000.0
1125,880000.0
1126,880000.0
1127,880000.0
1128,880000.0
1129,880000.0
1130,880000.0
1131,880000.0
1132,880000.0
1133,880000.0
1134,880000.0
1135,880000.0
1136,880000.0
1137,880000.0
1138,880000.0
1139,880000.0
1140,880000.0
1141,880000.0
1142,880000.0
1143,880000.0
1144,880000.0
1145,880000.0
1146,880000.0
1147,880000.0
1148,880000.0
1149,880000.0
1150,880000.0
1151,880000.0
1152,880000.0
1153,880000.0
1154,880000.0
1155,880000.0
1156,880000.0
1157,880000.0
1158,880000.0
1159,880000.0
1160,880000.0
1161,880000.0
1162,880000.0
1163,880000.0
1164,880000.0
1165,880000.0
1166,880000.0
1167,880000.0
1168,880000.0
1169,880000.0
1170,880000.0
1171,880000.0
1172,880000.0
1173,880000.0
1174,880000.0
1175,880000.0
1176,880000.0
1177,880000.0
1178,880000.0
1179,880000.0
1180,880000.0
1181,880000.0
1182,880000.0
1183,880000.0
1184,880000.0
1185,880000.0
1186,880000.0
1187,880000.0
1188,880000.0
1189,880000.0
1190,880000.0
1191,880000.0
1192,880000.0
1193,880000.0
1194,880000.0
1195,880000.0
1196,880000.0
1197,880000.0
1198,880000.0
1199,880000.0
1200,880000.0
1201,880000.0
1202,880000.0
1203,880000.0
1204,880000.0
1205,880000.0
1206,880000.0
1207,880000.0
1208,880000.0
1209,880000.0
1210,880000.0
1211,880000.0
1212,880000.0
1213,880000.0
1214,880000.0
1215,880000.0
1216,880000.0
1217,880000.0
1218,880000.0
1219,880000.0
1220,880000.0
1221,880000.0
1222,880000.0
1223,880000.0
1224,880000.0
1225,880000.0
1226,880000.0
1227,880000.0
1228,880000.0
1229,880000.0
1230,880000.0
1231,880000.0
1232,880000.0
1233,880000.0
1234,880000.0
1235,880000.0
1236,880000.0
1237,880000.0
1238,880000.0
1239,880000.0
1240,880000.0
1241,880000.0
1242,880000.0
1243,880000.0
1244,880000.0
1245,880000.0
1246,880000.0
1247,880000.0
1248,880000.0
1249,880000.0
1250,880000.0
1251,880000.0
1252,880000.0
1253,880000.0
1254,880000.0
1255,880000.0
1256,880000.0
1257,880000.0
1258,880000.0
1259,880000.0
1260,880000.0
1261,880000.0
1262,880000.0
1263,880000.0
1264,880000.0
1265,880000.0
1266,880000.0
1267,880000.0
1268,880000.0
1269,880000.0
1270,880000.0
1271,880000.0
1272,880000.0
1273,880000.0
1274,880000.0
1275,880000.0
1276,880000.0
1277,880000.0
1278,880000.0
1279,880000.0
1280,880000.0
1281,880000.0
1282,880000.0
1283,880000.0
1284,880000.0
1285,880000.0
1286,880000.0
1287,880000.0
1288,880000.0
1289,880000.0
1290,880000.0
1291,880000.0
1292,880000.0
1293,880000.0
1294,880000.0
1295,880000.0
1296,880000.0
1297,880000.0
1298,880000.0
1299,880000.0
1300,880000.0
1301,880000.0
1302,880000.0
1303,880000.0
1304,880000.0
1305,880000.0
1306,880000.0
1307,880000.0
1308,880000.0
1309,880000.0
1310,880000.0
1311,880000.0
1312,880000.0
1313,880000.0
1314,880000.0
1315,880000.0
1316,880000.0
1317,880000.0
1318,880000.0
1319,880000.0
1320,880000.0
1321,880000.0
1322,880000.0
1323,880000.0
1324,880000.0
1325,880000.0
1326,880000.0
1327,880000.0
1328,880000.0
1329,880000.0
1330,880000.0
1331,880000.0
1332,880000.0
1333,880000.0
1334,880000.0
1335,880000.0
1336,880000.0
1337,880000.0
1338,880000.0
1339,880000.0
1340,880000.0
1341,880000.0
1342,880000.0
1343,880000.0
1344,880000.0
1345,880000.0
1346,880000.0
1347,880000.0
1348,880000.0
1349,880000.0
1350,880000.0
1351,880000.0
1352,880000.0
1353,880000.0
1354,880000.0
1355,880000.0
1356,880000.0
1357,880000.0
1358,880000.0
1359,880000.0
1360,880000.0
1361,880000.0
1362,880000.0
1363,880000.0
1364,880000.0
1365,880000.0
1366,880000.0
1367,880000.0
1368,880000.0
1369,880000.0
1370,880000.0
1371,880000.0
1372,880000.0
1373,880000.0
1374,880000.0
1375,880000.0
1376,880000.0
1377,880000.0
1378,880000.0
1379,880000.0
1380,880000.0
1381,880000.0
1382,880000.0
1383,880000.0
1384,880000.0
1385,880000.0
1386,880000.0
1387,880000.0
1388,880000.0
1389,880000.0
1390,880000.0
1391,880000.0
1392,880000.0
1393,880000.0
1394,880000.0
1395,880000.0
1396,880000.0
1397,880000.0
1398,880000.0
1399,880000.0
1400,880000.0
1401,880000.0
1402,880000.0
1403,880000.0
1404,880000.0
1405,880000.0
1406,880000.0
1407,880000.0
1408,880000.0
1409,880000.0
1410,880000.0
1411,880000.0
1412,880000.0
1413,880000.0
1414,880000.0
1415,880000.0
1416,880000.0
1417,880000.0
1418,880000.0
1419,880000.0
1420,880000.0
1421,880000.0
1422,880000.0
1423,880000.0
1424,880000.0
1425,880000.0
1426,880000.0
1427,880000.0
1428,880000.0
1429,880000.0
1430,880000.0
1431,880000.0
1432,880000.0
1433,880000.0
1434,880000.0
1435,880000.0
1436,880000.0
1437,880000.0
1438,880000.0
1439,880000.0
1440,880000.0
1441,880000.0
1442,880000.0
1443,880000.0
1444,880000.0
1445,880000.0
1446,880000.0
1447,880000.0
1448,880000.0
1449,880000.0
1450,880000.0
1451,880000.0
1452,880000.0
1453,880000.0
1454,880000.0
1455,880000.0
1456,880000.0
1457,880000.0
1458,880000.0
1459,880000.0
1460,880000.0
1461,880000.0
1462,880000.0
1463,880000.0
1464,880000.0
1465,880000.0
1466,880000.0
1467,880000.0
1468,880000.0
1469,880000.0
1470,880000.0
1471,880000.0
1472,880000.0
1473,880000.0
1474,880000.0
1475,880000.0
1476,880000.0
1477,880000.0
1478,880000.0
1479,880000.0
1480,880000.0
1481,880000.0
1482,880000.0
1483,880000.0
1484,880000.0
1485,880000.0
1486,880000.0
1487,880000.0
1488,880000.0
1489,880000.0
1490,880000.0
1491,880000.0
1492,880000.0
1493,880000.0
1494,880000.0
1495,880000.0
1496,880000.0
1497,880000.0
1498,880000.0
1499,880000.0
1500,880000.0
1501,880000.0
1502,880000.0
1503,880000.0
1504,880000.0
1505,880000.0
1506,880000.0
1507,880000.0
1508,880000.0
1509,880000.0
1510,880000.0
1511,880000.0
1512,880000.0
1513,880000.0
1514,880000.0
1515,880000.0
1516,880000.0
1517,880000.0
1518,880000.0
1519,880000.0
1520,880000.0
1521,880000.0
1522,880000.0
1523,880000.0
1524,880000.0
1525,880000.0
1526,880000.0
1527,880000.0
1528,880000.0
1529,880000.0
1530,880000.0
1531,880000.0
1532,880000.0
1533,880000.0
1534,880000.0
1535,880000.0
1536,880000.0
1537,880000.0
1538,880000.0
1539,880000.0
1540,880000.0
1541,880000.0
1542,880000.0
1543,880000.0
1544,880000.0
1545,880000.0
1546,880000.0
1547,880000.0
1548,880000.0
1549,880000.0
1550,880000.0
1551,880000.0
1552,880000.0
1553,880000.0
1554,880000.0
1555,880000.0
1556,880000.0
1557,880000.0
1558,880000.0
1559,880000.0
1560,880000.0
1561,880000.0
1562,880000.0
1563,880000.0
1564,880000.0
1565,880000.0
1566,880000.0
1567,880000.0
1568,880000.0
1569,880000.0
1570,880000.0
1571,880000.0
1572,880000.0
1573,880000.0
1574,880000.0
1575,880000.0
1576,880000.0
1577,880000.0
1578,880000.0
1579,880000.0
1580,880000.0
1581,880000.0
1582,880000.0
1583,880000.0
1584,880000.0
1585,880000.0
1586,880000.0
1587,880000.0
1588,880000.0
1589,880000.0
1590,880000.0
1591,880000.0
1592,880000.0
1593,880000.0
1594,880000.0
1595,880000.0
1596,880000.0
1597,880000.0
1598,880000.0
1599,880000.0
1600,880000.0
1601,880000.0
1602,880000.0
1603,880000.0
1604,880000.0
1605,880000.0
1606,880000.0
1607,880000.0
1608,880000.0
1609,880000.0
1610,880000.0
1611,880000.0
1612,880000.0
1613,880000.0
1614,880000.0
1615,880000.0
1616,880000.0
1617,880000.0
1618,880000.0
1619,880000.0
1620,880000.0
1621,880000.0
1622,880000.0
1623,880000.0
1624,880000.0
1625,880000.0
1626,880000.0
1627,880000.0
1628,880000.0
1629,880000.0
1630,880000.0
1631,880000.0
1632,880000.0
1633,880000.0
1634,880000.0
1635,880000.0
1636,880000.0
1637,880000.0
1638,880000.0
1639,880000.0
1640,880000.0
1641,880000.0
1642,880000.0
1643,880000.0
1644,880000.0
1645,880000.0
1646,880000.0
1647,880000.0
1648,880000.0
1649,880000.0
1650,880000.0
1651,880000.0
1652,880000.0
1653,880000.0
1654,880000.0
1655,880000.0
1656,880000.0
1657,880000.0
1658,880000.0
1659,880000.0
1660,880000.0
1661,880000.0
1662,880000.0
1663,880000.0
1664,880000.0
1665,880000.0
1666,880000.0
1667,880000.0
1668,880000.0
1669,880000.0
1670,880000.0
1671,880000.0
1672,880000.0
1673,880000.0
1674,880000.0
1675,880000.0
1676,880000.0
1677,880000.0
1678,880000.0
1679,880000.0
1680,880000.0
1681,880000.0
1682,880000.0
1683,880000.0
1684,880000.0
1685,880000.0
1686,880000.0
1687,880000.0
1688,880000.0
1689,880000.0
1690,880000.0
1691,880000.0
1692,880000.0
1693,880000.0
1694,880000.0
1695,880000.0
1696,880000.0
1697,880000.0
1698,880000.0
1699,880000.0
1700,880000.0
1701,880000.0
1702,880000.0
1703,880000.0
1704,880000.0
1705,880000.0
1706,880000.0
1707,880000.0
1708,880000.0
1709,880000.0
1710,880000.0
1711,880000.0
1712,880000.0
1713,880000.0
1714,880000.0
1715,880000.0
1716,880000.0
1717,880000.0
1718,880000.0
1719,880000.0
1720,880000.0
1721,880000.0
1722,880000.0
1723,880000.0
1724,880000.0
1725,880000.0
1726,880000.0
1727,880000.0
1728,880000.0
1729,880000.0
1730,880000.0
1731,880000.0
1732,880000.0
1733,880000.0
1734,880000.0
1735,880000.0
1736,880000.0
1737,880000.0
1738,880000.0
1739,880000.0
1740,880000.0
1741,880000.0
1742,880000.0
1743,880000.0
1744,880000.0
1745,880000.0
1746,880000.0
1747,880000.0
1748,880000.0
1749,880000.0
1750,880000.0
1751,880000.0
1752,880000.0
1753,880000.0
1754,880000.0
1755,880000.0
1756,880000.0
1757,880000.0
1758,880000.0
1759,880000.0
1760,880000.0
1761,880000.0
1762,880000.0
1763,880000.0
1764,880000.0
1765,880000.0
1766,880000.0
1767,880000.0
1768,880000.0
1769,880000.0
1770,880000.0
1771,880000.0
1772,880000.0
1773,880000.0
1774,880000.0
1775,880000.0
1776,880000.0
1777,880000.0
1778,880000.0
1779,880000.0
1780,880000.0
1781,880000.0
1782,880000.0
1783,880000.0
1784,880000.0
1785,880000.0
1786,880000.0
1787,880000.0
1788,880000.0
1789,880000.0
1790,880000.0
1791,880000.0
1792,880000.0
1793,880000.0
1794,880000.0
1795,880000.0
1796,880000.0
1797,880000.0
1798,880000.0
1799,880000.0
1800,880000.0
1801,880000.0
1802,880000.0
1803,880000.0
1804,880000.0
1805,880000.0
1806,880000.0
1807,880000.0
1808,880000.0
1809,880000.0
1810,880000.0
1811,880000.0
1812,880000.0
1813,880000.0
1814,880000.0
1815,880000.0
1816,880000.0
1817,880000.0
1818,880000.0
1819,880000.0
1820,880000.0
1821,880000.0
1822,880000.0
1823,880000.0
1824,880000.0
1825,880000.0
1826,880000.0
1827,880000.0
1828,880000.0
1829,880000.0
1830,880000.0
1831,880000.0
1832,880000.0
1833,880000.0
1834,880000.0
1835,880000.0
1836,880000.0
1837,880000.0
1838,880000.0
1839,880000.0
1840,880000.0
1841,880000.0
1842,880000.0
1843,880000.0
1844,880000.0
1845,880000.0
1846,880000.0
1847,880000.0
1848,880000.0
1849,880000.0
1850,880000.0
1851,880000.0
1852,880000.0
1853,880000.0
1854,880000.0
1855,880000.0
1856,880000.0
1857,880000.0
1858,880000.0
1859,880000.0
1860,880000.0
1861,880000.0
1862,880000.0
1863,880000.0
1864,880000.0
1865,880000.0
1866,880000.0
1867,880000.0
1868,880000.0
1869,880000.0
1870,880000.0
1871,880000.0
1872,880000.0
